ID,Marca,Modelo,Precio,Anio,Kilometraje,Comustible,Transmision,Color,Motor
1091,Maruti Suzuki,S-Presso VXi Plus,200000,2021,38848,Petrol,Manual,Silver,998 cc
1092,Toyota,Innova 2.4 ZX 7 STR [2016-2020],140000,2017,30000,Diesel,Manual,Maroon,2393 cc
1093,Lexus,ES 300h Exquisite [2020-2021],200000,2020,27000,Hybrid,Automatic,Blue,2487 cc
1094,Maruti Suzuki,Swift DZire LXI (O),140000,2017,69000,Petrol,Manual,Grey,1197 cc
1095,Hyundai,i20 Active 1.2 SX,140000,2016,22700,Petrol,Manual,Red,1197 cc
1096,Honda,Civic 1.8V MT,140000,2014,9212,Petrol,Manual,Grey,No_info
1097,Audi,Q3 35 TDI quattro Technology,200000,2019,41000,Diesel,Automatic,White,1968 cc
1098,Mahindra,Scorpio S10,140000,2014,100000,Diesel,Manual,Red,2179 cc
1099,Maruti Suzuki,Ciaz Alpha 1.4 MT,140000,2018,13066,Petrol,Manual,Grey,1373 cc
1100,Renault,Duster 85 PS RxL,140000,2015,75000,Diesel,Manual,Black,1461 cc
1101,Maruti Suzuki,S-Presso VXi (O),200000,2019,53241,Petrol,Manual,Grey,998 cc
1102,MINI,Countryman Cooper S JCW Inspired,200000,2021,12000,Petrol,Automatic,Green,1998 cc
1103,Honda,City 1.5 S MT,140000,2013,65000,Petrol,Manual,Brown,1497 cc
1104,Toyota,Fortuner 3.0 4x2 MT,140000,2012,97000,Diesel,Manual,White,2982 cc
1105,Toyota,Innova 2.7 ZX AT 7 STR,140000,2017,49000,Petrol,Automatic,Maroon,2694 cc
1106,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],140000,2013,64000,Petrol,Manual,White,998 cc
1107,Volkswagen,Polo Comfortline 1.2L (P),80000,2010,78000,Petrol,Manual,White,No_info
1108,Honda,Amaze 1.5 VX i-DTEC,200000,2019,56000,Diesel,Manual,White,1498 cc
1109,Maruti Suzuki,Baleno Alpha Automatic,140000,2018,39000,Petrol,Automatic,Red,1197 cc
1110,Mahindra,Scorpio S4 1.99 [2016-2017],140000,2017,55000,Diesel,Manual,White,1997 cc
1111,Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,140000,2018,53000,Petrol,Automatic,White,1197 cc
1112,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],200000,2021,1374,CNG,Manual,Grey,1196 cc
1113,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],140000,2018,68000,Diesel,Automatic,White,1950 cc
1114,Hyundai,Elite i20 Sportz 1.2 [2016-2017],200000,2019,35000,Petrol,Manual,Grey,1197 cc
1115,BMW,5-Series 520d M Sport,140000,2016,39000,Diesel,Automatic,White,1995 cc
1116,Audi,A4 2.0 TDI (177bhp) Premium,80000,2011,62000,Diesel,Automatic,White,1968 cc
1117,Honda,City V CVT Petrol [2017-2019],200000,2021,11000,Petrol,Automatic,Black,1497 cc
1118,Maruti Suzuki,Swift ZXi Plus [2018-2019],200000,2020,11000,Petrol,Manual,White,1197 cc
1119,Maruti Suzuki,Swift DZire VXI,140000,2014,102000,Petrol,Manual,Grey,1197 cc
1120,Maruti Suzuki,Eeco 7 STR STD (O),200000,2022,7000,Petrol,Manual,Grey,1196 cc
1121,Hyundai,Eon Sportz,140000,2012,20000,Petrol,Manual,Grey,814 cc
1122,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],200000,2019,25000,Petrol,Manual,Silver,1197 cc
1123,Audi,A4 Premium Plus 40 TFSI,200000,2022,22000,Petrol,Automatic,White,1984 cc
1124,Maruti Suzuki,Swift VDi,140000,2018,65000,Diesel,Manual,Blue,1248 cc
1125,Ford,Ecosport Titanium 1.5 Ti-VCT,140000,2013,47000,Petrol,Manual,Black,1499 cc
1126,Renault,Duster 110 PS RXZ 4X2 MT Diesel,140000,2016,2000000,Diesel,Manual,White,1461 cc
1127,BMW,X5 xDrive30d Pure Experience (5 Seater),140000,2016,27011,Diesel,Automatic,White,2993 cc
1128,Jaguar,XE Prestige Diesel,140000,2018,45545,Diesel,Automatic,Red,1999 cc
1129,Mercedes-Benz,GLE 350 d,140000,2018,18000,Diesel,Automatic,Black,2987 cc
1130,Volkswagen,Polo Comfortline 1.2L (P),140000,2014,72782,Petrol,Manual,Grey,1198 cc
1131,Maruti Suzuki,Alto VXi [2014-2019],140000,2017,16800,Petrol,Manual,Grey,998 cc
1132,Toyota,Yaris V CVT,200000,2019,40900,Petrol,Automatic,Red,1496 cc
1133,Honda,WR-V VX MT Petrol,140000,2017,39000,Petrol,Manual,White,1199 cc
1134,BMW,X1 sDrive20d xLine,140000,2016,77000,Diesel,Automatic,Black,1995 cc
1135,Mahindra,Scorpio S11 2WD 7 STR,140000,2018,120000,Diesel,Manual,Black,2179 cc
1136,Honda,Amaze 1.2 SX i-VTEC,140000,2017,38700,Petrol,Manual,Maroon,1198 cc
1137,Maruti Suzuki,XL6 Zeta MT Petrol,200000,2021,7239,Petrol,Manual,White,1462 cc
1138,BMW,3-Series 330i M Sport Edition,200000,2020,14000,Petrol,Automatic,White,1998 cc
1139,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,140000,2014,76000,Petrol,Manual,White,1197 cc
1140,BMW,2 Series Gran Coupe 220d M Sport [2020-2021],200000,2020,11000,Diesel,Automatic,Blue,1995 cc
1141,Maruti Suzuki,Vitara Brezza VDi,200000,2019,81300,Diesel,Manual,White,1248 cc
1142,Volkswagen,Polo GT TDI,140000,2013,76000,Diesel,Manual,White,1598 cc
1143,Tata,Tiago Revotron XM (O) [2016-2019],140000,2018,91460,Petrol,Manual,Black,1199 cc
1144,Land Rover,Evoque HSE Dynamic,140000,2018,45000,Diesel,Automatic,Blue,1999 cc
1145,Mahindra,Scorpio LX BS-IV,140000,2013,47000,Diesel,Manual,White,2179 cc
1146,Mercedes-Benz,GLC 220 d Progressive,140000,2018,50000,Diesel,Automatic,Blue,2143 cc
1147,BMW,7-Series 730Ld,140000,2014,133273,Diesel,Automatic,Blue,2993 cc
1148,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,140000,2017,60500,Petrol,Automatic,White,1197 cc
1149,Mercedes-Benz,M-Class 350 CDI,140000,2014,81000,Diesel,Automatic,Grey,2987 cc
1150,Land Rover,Discovery 2.0 HSE 4WD Diesel,200000,2020,22000,Diesel,Automatic,Red,1999 cc
1151,Ford,Ikon DuraTorq 1.4 TDCi,80000,2009,88000,Diesel,Manual,White,1399 cc
1152,MINI,Cooper D 5 Door,200000,2020,19759,Diesel,Automatic,Blue,1496 cc
1153,Toyota,Corolla Altis 1.8 G,80000,2011,77000,Petrol,Manual,Silver,1794 cc
1154,Hyundai,Verna Fluidic 1.6 VTVT SX AT,140000,2015,58200,Petrol,Automatic,Silver,1591 cc
1155,Toyota,Vellfire Hybrid,200000,2022,4000,Hybrid,Automatic,Black,2494 cc
1156,Maruti Suzuki,Celerio ZXi,140000,2015,42000,Petrol,Manual,White,998 cc
1157,Hyundai,Elantra 1.8 SX AT,140000,2013,63000,Petrol,Automatic,Silver,1797 cc
1158,Honda,City V,140000,2018,42855,Petrol,Manual,Brown,1497 cc
1159,Renault,Duster 85 PS RXS 4X2 MT Diesel,140000,2018,24000,Diesel,Manual,Brown,1461 cc
1160,Maruti Suzuki,Celerio VXi [2019-2020],200000,2019,34000,Petrol,Manual,White,998 cc
1161,Kia,Seltos HTK Plus 1.5 iMT,200000,2022,9500,Petrol,Manual,White,1497 cc
1162,Jaguar,XJ 3.0 V6 Portfolio,140000,2014,32000,Diesel,Automatic,Brown,2993 cc
1163,Hyundai,Verna 1.6 CRDI SX (O),140000,2018,97000,Diesel,Manual,White,1582 cc
1164,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,140000,2014,72900,Petrol,Automatic,Blue,1591 cc
1165,Audi,Q8 Celebration,200000,2021,28000,Petrol,Automatic,Silver,2995 cc
1166,Maruti Suzuki,Swift LXi,200000,2022,6000,Petrol,Manual,White,1197 cc
1167,BMW,X4 xDrive30d M Sport X [2019-2020],200000,2021,24500,Diesel,Automatic,Red,2993 cc
1168,Hyundai,i10 Sportz 1.2 AT Kappa2,140000,2013,41000,Petrol,Automatic,White,1197 cc
1169,Honda,City VX (O) MT BL,140000,2018,50000,Petrol,Manual,Silver,1497 cc
1170,Maruti Suzuki,DZire VDi AMT,140000,2018,66000,Diesel,Automatic,Red,1248 cc
1171,Tata,Harrier XZA Plus,200000,2022,38000,Diesel,Automatic,Black,1956 cc
1172,Jeep,Compass Model S (O) 1.4 Petrol DCT,200000,2021,17000,Petrol,Automatic,Blue,1368 cc
1173,Hyundai,Verna Fluidic 1.6 CRDi SX,140000,2014,74000,Diesel,Manual,Grey,1582 cc
1174,Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],200000,2021,22000,Petrol,Manual,White,No_info
1175,Skoda,Rapid Style 1.6 MPI AT,140000,2018,20690,Petrol,Automatic,Red,1598 cc
1176,Hyundai,Verna 1.6 CRDI SX,200000,2019,40000,Diesel,Manual,White,1582 cc
1177,Hyundai,Creta 1.6 SX Plus AT Petrol,140000,2018,50000,Petrol,Automatic,White,1591 cc
1178,BMW,5-Series 525d Luxury Plus,140000,2013,70000,Diesel,Automatic,White,1995 cc
1179,BMW,X6 xDrive40i M Sport,200000,2021,20000,Petrol,Automatic,Red,2998 cc
1180,Maruti Suzuki,XL6 Alpha AT Petrol,200000,2020,47248,Petrol,Automatic,Blue,1462 cc
1181,Tata,Tigor XZA Plus,200000,2021,9000,Petrol,Automatic,Brown,1199 cc
1182,Hyundai,Verna Fluidic 1.6 CRDi SX,140000,2013,78000,Diesel,Manual,White,1582 cc
1183,Audi,A6 35 TDI Matrix,140000,2018,51000,Diesel,Automatic,Red,1968 cc
1184,Hyundai,Creta E Plus 1.6 Petrol,140000,2018,34841,Petrol,Manual,White,1591 cc
1185,Hyundai,i20 Magna 1.2,140000,2014,46000,Petrol,Manual,Maroon,1197 cc
1186,Honda,City S Diesel,140000,2015,61000,Diesel,Manual,Grey,1498 cc
1187,Audi,A3 35 TDI Premium + Sunroof,140000,2014,55000,Diesel,Automatic,White,1968 cc
1188,Maruti Suzuki,Swift VXi [2014-2017],200000,2020,58736,Petrol,Manual,Blue,1197 cc
1189,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],200000,2019,34000,Petrol,Manual,Blue,1462 cc
1190,Mahindra,XUV500 W11,140000,2018,47000,Diesel,Manual,White,2179 cc
1191,Hyundai,Elite i20 Magna 1.2 [2016-2017],140000,2017,47000,Petrol,Manual,Grey,1197 cc
1192,Mahindra,Thar CRDe 4x4 Non AC,140000,2017,79000,Diesel,Manual,Green,2498 cc
1193,Hyundai,Elite i20 Asta 1.2 IVT,200000,2021,12020,Petrol,Automatic,White,1197 cc
1194,Hyundai,Creta SX 1.5 Diesel [2020-2022],200000,2020,7000,Diesel,Manual,White,1493 cc
1195,Audi,A4 2.0 TDI (143bhp),140000,2014,15000,Diesel,Automatic,Red,1968 cc
1196,BMW,X3 xDrive20d,140000,2014,82000,Diesel,Automatic,White,1995 cc
1197,BMW,5-Series 520d Luxury Line [2017-2019],200000,2022,6000,Diesel,Automatic,Grey,1995 cc
1198,Hyundai,Creta 1.4 S Plus,200000,2019,68000,Diesel,Manual,White,1396 cc
1199,Audi,Q7 45 TDI Premium Plus,140000,2017,24000,Diesel,Automatic,White,2967 cc
1200,Hyundai,Venue SX (O) 1.5 CRDi,200000,2020,56000,Diesel,Manual,Blue,1493 cc
1201,Mahindra,XUV500 W6,140000,2015,25000,Diesel,Manual,Grey,2179 cc
1202,Datsun,Go Plus T,140000,2017,34000,Petrol,Manual,Brown,1198 cc
1203,Hyundai,Venue SX 1.0 Turbo iMT,200000,2021,10700,Petrol,Manual,White,998 cc
1204,Hyundai,Elite i20 Sportz 1.2 IVT,200000,2021,25000,Petrol,Automatic,White,1197 cc
1205,Honda,Amaze 1.2 S CVT Petrol [2018-2020],200000,2019,54000,Petrol,Automatic,White,1199 cc
1206,Hyundai,i20 Sportz 1.4 CRDI,140000,2014,75000,Diesel,Manual,Maroon,1396 cc
1207,Maruti Suzuki,Baleno Delta 1.3,140000,2016,88000,Diesel,Manual,Blue,1248 cc
1208,Audi,Q3 35 TDI Premium + Sunroof,140000,2016,139000,Diesel,Automatic,White,1968 cc
1209,Skoda,Kushaq Style 1.0L TSI MT,200000,2022,1300,Petrol,Manual,Red,999 cc
1210,Hyundai,Verna 1.6 VTVT SX (O),200000,2019,20000,Petrol,Manual,Black,1591 cc
1211,Mitsubishi,Pajero Select Plus AT,140000,2018,122000,Diesel,Automatic,Silver,2477 cc
1212,Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],140000,2016,38000,Diesel,Manual,Silver,1396 cc
1213,MG,Hector Sharp 2.0 Diesel Turbo MT,200000,2021,18500,Diesel,Manual,Red,1956 cc
1214,Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],200000,2022,27800,Diesel,Manual,White,1493 cc
1215,Maruti Suzuki,Swift VXi [2014-2017],200000,2019,46027,Petrol,Manual,Blue,1197 cc
1216,Toyota,Yaris J CVT [2018-2020],140000,2018,23148,Petrol,Automatic,Red,1496 cc
1217,Skoda,Octavia 1.8 TSI Style Plus AT [2017],140000,2017,28000,Petrol,Automatic,Grey,1798 cc
1218,Maruti Suzuki,Swift ZXi AMT [2018-2019],200000,2019,11874,Petrol,Automatic,White,1197 cc
1219,Hyundai,Creta E Plus 1.6 Petrol,140000,2017,50000,Petrol,Manual,Silver,1591 cc
1220,BMW,5-Series 520d Modern Line,140000,2014,88000,Diesel,Automatic,Black,1995 cc
1221,Ford,Endeavour Trend 2.2 4x2 AT,140000,2016,75000,Diesel,Automatic,White,2198 cc
1222,BMW,3-Series 320d Prestige,200000,2019,15500,Diesel,Automatic,Blue,1995 cc
1223,Maruti Suzuki,Ciaz VDi+ SHVS,140000,2016,82445,Diesel,Manual,Grey,1248 cc
1224,Honda,City V,140000,2014,75574,Petrol,Manual,Others,1497 cc
1225,Maruti Suzuki,Wagon R LXI CNG,140000,2015,64000,CNG,Manual,Silver,998 cc
1226,Hyundai,i10 Sportz 1.2 Kappa2,140000,2012,75000,Petrol,Manual,White,1197 cc
1227,Ford,Ecosport Trend 1.5 Ti-VCT,200000,2019,14095,Petrol,Manual,White,1499 cc
1228,Audi,A6 35 TDI Matrix,140000,2017,17000,Diesel,Automatic,White,1968 cc
1229,Renault,Duster 110 PS RxZ Diesel,140000,2014,70000,Diesel,Manual,White,1461 cc
1230,Maruti Suzuki,Ertiga ZDI + SHVS,140000,2017,68000,Diesel,Manual,Grey,1248 cc
1231,Maruti Suzuki,Swift VXi [2014-2017],140000,2018,40000,Petrol,Manual,Grey,1197 cc
1232,Jaguar,XJ 3.0 V6 Portfolio,140000,2015,39000,Diesel,Automatic,Black,2993 cc
1233,Hyundai,Creta 1.6 SX,140000,2016,72000,Diesel,Manual,Red,1582 cc
1234,Maruti Suzuki,Ertiga VDI SHVS,140000,2016,39000,Diesel,Manual,Blue,1248 cc
1235,Maruti Suzuki,Baleno Delta 1.3,140000,2016,62000,Diesel,Manual,Blue,1248 cc
1236,Ford,Endeavour Sport 2.0 4x4 AT,200000,2021,41086,Diesel,Automatic,White,1996 cc
1237,BMW,3-Series 320d Luxury Line,140000,2013,65000,Diesel,Automatic,Black,1995 cc
1238,Skoda,Kushaq Style 1.0L TSI AT,200000,2021,7900,Petrol,Automatic,Silver,999 cc
1239,Kia,Sonet GTX Plus 1.5 AT [2020-2021],200000,2021,22000,Diesel,Automatic,Red,1493 cc
1240,Volkswagen,Tiguan Highline TDI,140000,2018,73000,Diesel,Automatic,White,1968 cc
1241,Skoda,Octavia 1.8 TSI Style Plus AT [2017],140000,2016,55000,Petrol,Automatic,Grey,1798 cc
1242,Skoda,Superb L&K TDI AT,200000,2019,6900,Diesel,Automatic,Grey,1968 cc
1243,Maruti Suzuki,Swift LXi,140000,2017,65000,Petrol,Manual,Grey,1197 cc
1244,Honda,Mobilio RS Diesel,140000,2015,48000,Diesel,Manual,White,1498 cc
1245,Maruti Suzuki,Alto 800 Lxi,140000,2018,48000,Petrol,Manual,Silver,796 cc
1246,Maruti Suzuki,Wagon R LXI ABS,140000,2018,18000,Petrol,Manual,Grey,998 cc
1247,Rolls-Royce,Ghost Extended Wheelbase,80000,2011,27000,Petrol,Automatic,Blue,6592 cc
1248,Mercedes-Benz,C-Class 220 BlueEfficiency,140000,2012,78000,Diesel,Automatic,White,2143 cc
1249,Hyundai,Santa Fe 2WD AT [2014-2017],140000,2014,87938,Diesel,Automatic,White,2199 cc
1250,Hyundai,Santro Sportz CNG [2018-2020],200000,2019,43000,CNG,Manual,Silver,1086 cc
1251,Mercedes-Benz,C-Class 220 CDI Elegance AT,80000,2008,95200,Diesel,Automatic,Grey,2148 cc
1252,Maruti Suzuki,Swift DZire VXI,140000,2016,26000,Petrol,Manual,White,1197 cc
1253,Maruti Suzuki,Celerio VXi AMT,140000,2015,70000,Petrol,Automatic,White,998 cc
1254,Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],200000,2019,31000,CNG,Manual,Grey,998 cc
1255,BMW,3-Series 320d Luxury Line [2014-2016],140000,2014,103000,Diesel,Automatic,Black,1995 cc
1256,Hyundai,i10 Magna 1.2 Kappa2,140000,2012,54556,Petrol,Manual,White,1197 cc
1257,Maruti Suzuki,DZire VXi,200000,2019,74000,Petrol,Manual,Blue,1197 cc
1258,Renault,Kwid RXT [2015-2019],140000,2016,64000,Petrol,Manual,Silver,799 cc
1259,Maruti Suzuki,S-Cross Delta 1.6,140000,2016,85000,Diesel,Manual,White,1598 cc
1260,Maruti Suzuki,Swift VXi [2014-2017],140000,2018,54000,Petrol,Manual,White,1197 cc
1261,Jeep,Compass Longitude (O) 1.4 Petrol AT [2019-2020],200000,2019,57000,Petrol,Automatic,Silver,1368 cc
1262,Land Rover,Discovery Sport SE,140000,2018,38000,Diesel,Automatic,White,1999 cc
1263,Hyundai,Creta 1.6 SX Plus AT,140000,2015,68566,Diesel,Automatic,White,1582 cc
1264,Toyota,Corolla Altis 1.8 G,80000,2009,68195,Petrol,Manual,White,1794 cc
1265,Maruti Suzuki,Ciaz Delta 1.4 MT,140000,2017,57000,Petrol,Manual,White,1373 cc
1266,Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],200000,2021,45000,Petrol,Automatic,White,1353 cc
1267,Maruti Suzuki,Celerio VXi AMT,140000,2014,60116,Petrol,Automatic,Grey,998 cc
1268,Maruti Suzuki,Swift DZire ZDi BS-IV,80000,2010,82202,Diesel,Manual,White,1248 cc
1269,Maruti Suzuki,Wagon R LXi Minor,80000,2008,51000,Petrol,Manual,Gold,1061 cc
1270,Mercedes-Benz,CLA 200 CDI Sport,140000,2018,24000,Diesel,Automatic,Red,2143 cc
1271,Maruti Suzuki,Ciaz VDi (O) SHVS,140000,2017,86000,Diesel,Manual,White,1248 cc
1272,Honda,WR-V S MT Diesel,140000,2018,41000,Diesel,Manual,Silver,1498 cc
1273,Honda,City SV Diesel,140000,2015,76000,Diesel,Manual,Red,1498 cc
1274,Maruti Suzuki,Swift VDi,80000,2011,120000,Diesel,Manual,Silver,1248 cc
1275,BMW,X1 sDrive20i xLine,200000,2021,12500,Petrol,Automatic,White,1998 cc
1276,Porsche,718 Boxster,140000,2018,6300,Petrol,Automatic,Grey,1988 cc
1277,Maruti Suzuki,Swift DZire VXi,80000,2009,114000,Petrol,Manual,Gold,1298 cc
1278,Maruti Suzuki,Celerio LXi,140000,2015,25862,Petrol,Manual,Blue,998 cc
1279,Skoda,Kodiaq Style 2.0 TDI 4x4 AT,140000,2018,35000,Diesel,Automatic,White,No_info
1280,Ford,Figo Duratorq Diesel Titanium 1.4,80000,2010,72000,Diesel,Manual,White,1399 cc
1281,Hyundai,Creta 1.6 SX Plus Special Edition,140000,2015,90000,Diesel,Manual,Silver,1582 cc
1282,Honda,City V,140000,2016,38000,Petrol,Manual,Silver,1497 cc
1283,Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],200000,2021,7000,Diesel,Automatic,Grey,1950 cc
1284,BMW,X5 xDrive 30d M Sport,140000,2017,83985,Diesel,Automatic,White,2993 cc
1285,Honda,Amaze 1.2 S MT Petrol [2018-2020],200000,2019,74237,Petrol,Manual,White,1199 cc
1286,BMW,X1 sDrive20d xLine,140000,2018,53000,Diesel,Automatic,Blue,1995 cc
1287,Maruti Suzuki,Alto 800 Lxi,140000,2016,52303,Petrol,Manual,Grey,796 cc
1288,Maruti Suzuki,Baleno Alpha 1.2,200000,2019,42356,Petrol,Manual,Red,1197 cc
1289,Maruti Suzuki,SX4 ZDI,140000,2013,84000,Diesel,Manual,White,1248 cc
1290,Toyota,Etios Liva GD,140000,2016,114000,Diesel,Manual,Grey,1364 cc
1291,Hyundai,Verna SX Plus 1.6 VTVT AT,200000,2019,26894,Petrol,Automatic,Black,1591 cc
1292,Mercedes-Benz,C-Class C 220 CDI Avantgarde,140000,2017,70000,Diesel,Automatic,Brown,2143 cc
1293,Toyota,Fortuner 3.0 4x2 MT,140000,2012,98352,Diesel,Manual,White,2982 cc
1294,Hyundai,i10 Magna,80000,2009,107000,Petrol,Manual,Grey,1086 cc
1295,BMW,5-Series 525d Luxury Plus,140000,2014,68000,Diesel,Automatic,Blue,1995 cc
1296,Toyota,Fortuner 2.8 4x2 AT [2016-2020],140000,2017,52000,Diesel,Automatic,White,2755 cc
1297,Lexus,ES 300h,140000,2017,31059,Petrol,Automatic,Brown,2494 cc
1298,Maruti Suzuki,S-Cross Alpha 1.6,140000,2017,114000,Diesel,Manual,Grey,1598 cc
1299,BMW,X5 xDrive 30d Expedition,140000,2017,35000,Diesel,Automatic,Black,2993 cc
1300,Mahindra,TUV300 T10,140000,2017,44000,Diesel,Manual,White,1493 cc
1301,Hyundai,i20 Active 1.4 S,140000,2017,72000,Diesel,Manual,Maroon,1396 cc
1302,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],200000,2019,8000,Diesel,Automatic,Blue,1950 cc
1303,Maruti Suzuki,Alto VXi,140000,2014,54000,Petrol,Manual,White,998 cc
1304,Mercedes-Benz,GLA 200 CDI Style,140000,2015,99000,Diesel,Automatic,White,2143 cc
1305,Mahindra,TUV300 T10,200000,2019,88000,Diesel,Manual,White,1493 cc
1306,Land Rover,Range Rover 3.0 V6 Diesel Vogue LWB,200000,2020,11000,Diesel,Automatic,White,2993 cc
1307,Ford,Endeavour Sport 2.0 4x4 AT,200000,2021,19000,Diesel,Automatic,White,1996 cc
1308,MG,Hector Sharp 1.5 DCT Petrol Dual Tone,200000,2021,33000,Petrol,Automatic,Black,1451 cc
1309,Maruti Suzuki,Ertiga VDi 1.3 Diesel,140000,2018,44153,Diesel,Manual,White,1248 cc
1310,Land Rover,Discovery Sport HSE Luxury 7-Seater,200000,2020,32368,Diesel,Automatic,White,2179 cc
1311,Hyundai,Verna 1.6 CRDI SX,140000,2016,42000,Diesel,Manual,White,1582 cc
1312,Jaguar,XF Portfolio Diesel,200000,2020,56000,Diesel,Automatic,Blue,1999 cc
1313,Tata,Nexon EV XZ Plus,200000,2020,10000,Electric,Automatic,Blue,No_info
1314,Land Rover,Range Rover 3.0 V6 Diesel Vogue,200000,2019,63000,Diesel,Automatic,Black,2993 cc
1315,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],140000,2017,49422,Petrol,Automatic,Silver,1197 cc
1316,MG,Hector Plus Smart 1.5 DCT Petrol,200000,2021,19000,Petrol,Automatic,Silver,1451 cc
1317,Honda,City SV CVT,140000,2015,75258,Petrol,Automatic,White,1497 cc
1318,Hyundai,Santro Sportz CNG [2018-2020],200000,2019,46000,CNG,Manual,Silver,1086 cc
1319,Maruti Suzuki,Baleno Zeta 1.3,140000,2016,68921,Diesel,Manual,Red,1248 cc
1320,Hyundai,Verna 1.6 CRDI SX,140000,2018,79800,Diesel,Manual,Grey,1582 cc
1321,Volkswagen,Polo Highline1.2L (P),140000,2013,53000,Petrol,Manual,Red,1198 cc
1322,Mahindra,Scorpio S5 2WD 7 STR,140000,2018,59000,Diesel,Manual,White,2179 cc
1323,Jaguar,XJ 3.0 Portfolio,140000,2017,30000,Diesel,Automatic,White,2993 cc
1324,Maruti Suzuki,Alto LXi BS-III,80000,2009,65000,Petrol,Manual,Silver,796 cc
1325,Maruti Suzuki,Baleno Zeta 1.2,200000,2021,58000,Petrol,Manual,White,1197 cc
1326,Mercedes-Benz,M-Class ML 350 CDI,140000,2014,94000,Diesel,Automatic,White,2997 cc
1327,Maruti Suzuki,Alto 800 Lx CNG,140000,2017,45000,CNG,Manual,Silver,796 cc
1328,Toyota,Fortuner 2.8 4x4 AT [2016-2020],140000,2018,62152,Diesel,Automatic,Silver,2755 cc
1329,Hyundai,Venue SX Plus 1.0 Turbo DCT,200000,2019,28000,Petrol,Automatic,Blue,998 cc
1330,Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,200000,2019,15000,Petrol,Automatic,Silver,1197 cc
1331,Honda,Amaze 1.2 S i-VTEC,140000,2014,53610,Petrol,Manual,White,1198 cc
1332,Nissan,Terrano XL D Plus,140000,2014,75000,Diesel,Manual,White,1461 cc
1333,Maruti Suzuki,XL6 Zeta MT Petrol,200000,2022,16000,Petrol,Manual,Grey,1462 cc
1334,Audi,A3 35 TDI Premium + Sunroof,140000,2015,60000,Diesel,Automatic,Black,1968 cc
1335,Volkswagen,Polo Trendline 1.2L (P),80000,2011,101923,Petrol,Manual,White,No_info
1336,Mercedes-Benz,C-Class 220 BlueEfficiency,140000,2014,45000,Diesel,Automatic,White,2143 cc
1337,Toyota,Fortuner 2.8 4x4 AT [2016-2020],140000,2017,120000,Diesel,Automatic,White,2755 cc
1338,Hyundai,Santro GLS,80000,2009,56400,Petrol,Manual,Silver,1086 cc
1339,Hyundai,Creta 1.6 S Plus AT,140000,2017,70000,Diesel,Automatic,White,1582 cc
1340,Toyota,Innova 2.4 G 7 STR [2016-2017],140000,2016,82567,Diesel,Manual,White,2393 cc
1341,Audi,A8 3.0 TDI quattro,140000,2015,32000,Diesel,Automatic,Blue,2967 cc
1342,Honda,Jazz V Diesel,140000,2015,68244,Diesel,Manual,Silver,1498 cc
1343,Audi,Q7 3.0 TDI quattro Premium,140000,2014,25000,Diesel,Automatic,Brown,2967 cc
1344,Hyundai,Eon Magna +,140000,2018,34000,Petrol,Manual,Red,814 cc
1345,Audi,Q3 35 TDI quattro Premium Plus,140000,2017,36000,Diesel,Automatic,Blue,1968 cc
1346,Honda,City SV,200000,2019,36000,Petrol,Manual,Bronze,1497 cc
1347,Maruti Suzuki,Swift VXi,140000,2014,68005,Petrol,Manual,White,1197 cc
1348,Ford,Ecosport Titanium 1.5L TDCi,140000,2018,74797,Diesel,Manual,White,1498 cc
1349,Land Rover,Evoque SE Dynamic,200000,2021,12000,Diesel,Automatic,White,1999 cc
1350,Hyundai,Elite i20 Magna 1.2 [2016-2017],200000,2019,31000,Petrol,Manual,White,1197 cc
1351,Datsun,Redigo T(O) 1.0,200000,2020,7520,Petrol,Manual,Red,999 cc
1352,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],140000,2015,58078,Petrol,Manual,Silver,1197 cc
1353,Volkswagen,Vento Comfortline Diesel,140000,2014,79081,Diesel,Manual,Grey,1598 cc
1354,Mercedes-Benz,GLE 350 d,140000,2018,28000,Diesel,Automatic,White,2987 cc
1355,Mercedes-Benz,GLC 220 d Progressive,140000,2017,72000,Diesel,Automatic,White,2143 cc
1356,Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],200000,2022,23000,Petrol,Automatic,White,1353 cc
